num,sentence,ipa
0,শূন্য, ʃunno
1,এক, æk
2,দুই, d̪u͡i̯
3,তিন, t̪in
4,চার, car
5,পাঁচ, pãc
6,ছয়, cʰɔʲ
7,সাত, ʃat̪
8,আট, at
9,নয়, nɔʲ
10,দশ, d̪ɔʃ
11,এগারো, ægaro
12,বারো, baro
13,তেরো, t̪ero
14,চৌদ্দ, co͡u̯d̪d̪o
15,পনেরো, ponero
16,ষোলো, ʃolo
17,সতেরো, ʃɔt̪ero
18,আঠারো, atʰaro
19,উনিশ, uniʃ
20,বিশ, biʃ
21,একুশ, ækuʃ
22,বাইশ, ba͡i̯ʃ
23,তেইশ, t̪e͡i̯ʃ
24,চব্বিশ, cobbiʃ
25,পঁচিশ, põciʃ
26,ছাব্বিশ, cʰabbiʃ
27,সাতাশ, ʃat̪aʃ
28,আঠাশ, atʰaʃ
29,উনত্রিশ, unot̪riʃ
30,ত্রিশ, t̪riʃ
31,একত্রিশ, ækot̪riʃ
32,বত্রিশ, bɔt̪riʃ
33,তেত্রিশ, t̪et̪riʃ
34,চৌত্রিশ, co͡u̯t̪riʃ
35,পঁয়ত্রিশ, põʲt̪riʃ
36,ছত্রিশ, cʰɔt̪riʃ
37,সাঁইত্রিশ, ʃãit̪riʃ
38,আটত্রিশ, att̪riʃ
39,উনচল্লিশ, unocolliʃ
40,চল্লিশ, colliʃ
41,একচল্লিশ, ækcolliʃ
42,বিয়াল্লিশ, biʲalliʃ
43,তেতাল্লিশ, t̪et̪alliʃ
44,চুয়াল্লিশ, cuʲalliʃ
45,পঁয়তাল্লিশ, põʲt̪alliʃ
46,ছেচল্লিশ, cʰecolliʃ
47,সাতচল্লিশ, ʃat̪colliʃ
48,আটচল্লিশ, atcolliʃ
49,উনপঞ্চাশ, unopɔncaʃ
50,পঞ্চাশ, pɔncaʃ
51,একান্ন, ækanno
52,বায়ান্ন, baʲanno
53,তিপ্পান্ন, t̪ippanno
54,চুয়ান্ন, cuʲanno
55,পঞ্চান্ন, pɔncanno
56,ছাপ্পান্ন, cʰappanno
57,সাতান্ন, ʃat̪anno
58,আটান্ন, atanno
59,উনষাট, unʃat
60,ষাট, ʃat
61,একষট্টি, ækʃotti
62,বাষট্টি, baʃɔtti
63,তেষট্টি, t̪eʃotti
64,চৌষট্টি, co͡u̯ʃotti
65,পঁয়ষট্টি, põʲʃɔtti
66,ছেষট্টি, cʰeʃotti
67,সাতষট্টি, ʃat̪ʃɔtti
68,আটষট্টি, atʃɔtti
69,উনসত্তর, unʃɔt̪t̪or
70,সত্তর, ʃɔt̪t̪or
71,একাত্তর, ækat̪t̪or
72,বাহাত্তর, bahat̪t̪or
73,তিয়াত্তর, t̪iʲat̪t̪or
74,চুয়াত্তর, cuʲat̪t̪or
75,পঁচাত্তর, pɔ̃cat̪t̪or
76,ছিয়াত্তর, cʰiʲat̪t̪or
77,সাতাত্তর, ʃat̪at̪t̪or
78,আটাত্তর, atat̪t̪or
79,উনআশি, uno͡a̯ʃi
80,আশি, aʃi
81,একাশি, ækaʃi
82,বিরাশি, biraʃi
83,তিরাশি, t̪iraʃi
84,চুরাশি, curaʃi
85,পঁচাশি, pɔ̃caʃi
86,ছিয়াশি, cʰiʲaʃi
87,সাতাশি, ʃat̪aʃi
88,আটাশি, ataʃi
89,উননব্বই, unonobbo͡i̯
90,নব্বই, nɔbbo͡i̯
91,একানব্বই, ækanbbo͡i̯
92,বিরানব্বই, biranɔbbo͡i̯
93,তিরানব্বই, t̪iranɔbbo͡i̯
94,চুরানব্বই, curanɔbbo͡i̯
95,পঁচানব্বই, pɔ̃canbbo͡i̯
96,ছিয়ানব্বই, cʰiʲanɔbbo͡i̯
97,সাতানব্বই, ʃat̪anobbo͡i̯
98,আটানব্বই, atanbbo͡i̯
99,নিরানব্বই, niranɔbbo͡i̯
100,একশ, ækʃo
101,এক শত এক, æk ʃɔt̪o æk
102,এক শত দুই, æk ʃɔt̪o d̪u͡i̯
103,এক শত তিন, æk ʃɔt̪o t̪in
104,এক শত চার, æk ʃɔt̪o car
105,এক শত পাঁচ, æk ʃɔt̪o pãc
106,এক শত ছয়, æk ʃɔt̪o cʰɔʲ
107,এক শত সাত, æk ʃɔt̪o ʃat̪
108,এক শত আট, æk ʃɔt̪o at
109,এক শত নয়, æk ʃɔt̪o nɔʲ
110,এক শত দশ, æk ʃɔt̪o d̪ɔʃ
111,এক শত এগারো, æk ʃɔt̪o ægaro
112,এক শত বারো, æk ʃɔt̪o baro
113,এক শত তেরো, æk ʃɔt̪o t̪ero
114,এক শত চৌদ্দ, æk ʃɔt̪o co͡u̯d̪d̪o
115,এক শত পনেরো, æk ʃɔt̪o ponero
116,এক শত ষোলো, æk ʃɔt̪o ʃolo
117,এক শত সতেরো, æk ʃɔt̪o ʃɔt̪ero
118,এক শত আঠারো, æk ʃɔt̪o atʰaro
119,এক শত উনিশ, æk ʃɔt̪o uniʃ
120,এক শত বিশ, æk ʃɔt̪o biʃ
121,এক শত একুশ, æk ʃɔt̪o ækuʃ
122,এক শত বাইশ, æk ʃɔt̪o ba͡i̯ʃ
123,এক শত তেইশ, æk ʃɔt̪o t̪e͡i̯ʃ
124,এক শত চব্বিশ, æk ʃɔt̪o cobbiʃ
125,এক শত পঁচিশ, æk ʃɔt̪o põciʃ
126,এক শত ছাব্বিশ, æk ʃɔt̪o cʰabbiʃ
127,এক শত সাতাশ, æk ʃɔt̪o ʃat̪aʃ
128,এক শত আঠাশ, æk ʃɔt̪o atʰaʃ
129,এক শত উনত্রিশ, æk ʃɔt̪o unot̪riʃ
130,এক শত ত্রিশ, æk ʃɔt̪o t̪riʃ
131,এক শত একত্রিশ, æk ʃɔt̪o ækot̪riʃ
132,এক শত বত্রিশ, æk ʃɔt̪o bɔt̪riʃ
133,এক শত তেত্রিশ, æk ʃɔt̪o t̪et̪riʃ
134,এক শত চৌত্রিশ, æk ʃɔt̪o co͡u̯t̪riʃ
135,এক শত পঁয়ত্রিশ, æk ʃɔt̪o põʲt̪riʃ
136,এক শত ছত্রিশ, æk ʃɔt̪o cʰɔt̪riʃ
137,এক শত সাঁইত্রিশ, æk ʃɔt̪o ʃãit̪riʃ
138,এক শত আটত্রিশ, æk ʃɔt̪o att̪riʃ
139,এক শত উনচল্লিশ, æk ʃɔt̪o unocolliʃ
140,এক শত চল্লিশ, æk ʃɔt̪o colliʃ
141,এক শত একচল্লিশ, æk ʃɔt̪o ækcolliʃ
142,এক শত বিয়াল্লিশ, æk ʃɔt̪o biʲalliʃ
143,এক শত তেতাল্লিশ, æk ʃɔt̪o t̪et̪alliʃ
144,এক শত চুয়াল্লিশ, æk ʃɔt̪o cuʲalliʃ
145,এক শত পঁয়তাল্লিশ, æk ʃɔt̪o põʲt̪alliʃ
146,এক শত ছেচল্লিশ, æk ʃɔt̪o cʰecolliʃ
147,এক শত সাতচল্লিশ, æk ʃɔt̪o ʃat̪colliʃ
148,এক শত আটচল্লিশ, æk ʃɔt̪o atcolliʃ
149,এক শত উনপঞ্চাশ, æk ʃɔt̪o unopɔncaʃ
150,এক শত পঞ্চাশ, æk ʃɔt̪o pɔncaʃ
151,এক শত একান্ন, æk ʃɔt̪o ækanno
152,এক শত বায়ান্ন, æk ʃɔt̪o baʲanno
153,এক শত তিপ্পান্ন, æk ʃɔt̪o t̪ippanno
154,এক শত চুয়ান্ন, æk ʃɔt̪o cuʲanno
155,এক শত পঞ্চান্ন, æk ʃɔt̪o pɔncanno
156,এক শত ছাপ্পান্ন, æk ʃɔt̪o cʰappanno
157,এক শত সাতান্ন, æk ʃɔt̪o ʃat̪anno
158,এক শত আটান্ন, æk ʃɔt̪o atanno
159,এক শত উনষাট, æk ʃɔt̪o unʃat
160,এক শত ষাট, æk ʃɔt̪o ʃat
161,এক শত একষট্টি, æk ʃɔt̪o ækʃotti
162,এক শত বাষট্টি, æk ʃɔt̪o baʃɔtti
163,এক শত তেষট্টি, æk ʃɔt̪o t̪eʃotti
164,এক শত চৌষট্টি, æk ʃɔt̪o co͡u̯ʃotti
165,এক শত পঁয়ষট্টি, æk ʃɔt̪o põʲʃɔtti
166,এক শত ছেষট্টি, æk ʃɔt̪o cʰeʃotti
167,এক শত সাতষট্টি, æk ʃɔt̪o ʃat̪ʃɔtti
168,এক শত আটষট্টি, æk ʃɔt̪o atʃɔtti
169,এক শত উনসত্তর, æk ʃɔt̪o unʃɔt̪t̪or
170,এক শত সত্তর, æk ʃɔt̪o ʃɔt̪t̪or
171,এক শত একাত্তর, æk ʃɔt̪o ækat̪t̪or
172,এক শত বাহাত্তর, æk ʃɔt̪o bahat̪t̪or
173,এক শত তিয়াত্তর, æk ʃɔt̪o t̪iʲat̪t̪or
174,এক শত চুয়াত্তর, æk ʃɔt̪o cuʲat̪t̪or
175,এক শত পঁচাত্তর, æk ʃɔt̪o pɔ̃cat̪t̪or
176,এক শত ছিয়াত্তর, æk ʃɔt̪o cʰiʲat̪t̪or
177,এক শত সাতাত্তর, æk ʃɔt̪o ʃat̪at̪t̪or
178,এক শত আটাত্তর, æk ʃɔt̪o atat̪t̪or
179,এক শত উনআশি, æk ʃɔt̪o uno͡a̯ʃi
180,এক শত আশি, æk ʃɔt̪o aʃi
181,এক শত একাশি, æk ʃɔt̪o ækaʃi
182,এক শত বিরাশি, æk ʃɔt̪o biraʃi
183,এক শত তিরাশি, æk ʃɔt̪o t̪iraʃi
184,এক শত চুরাশি, æk ʃɔt̪o curaʃi
185,এক শত পঁচাশি, æk ʃɔt̪o pɔ̃caʃi
186,এক শত ছিয়াশি, æk ʃɔt̪o cʰiʲaʃi
187,এক শত সাতাশি, æk ʃɔt̪o ʃat̪aʃi
188,এক শত আটাশি, æk ʃɔt̪o ataʃi
189,এক শত উননব্বই, æk ʃɔt̪o unonobbo͡i̯
190,এক শত নব্বই, æk ʃɔt̪o nɔbbo͡i̯
191,এক শত একানব্বই, æk ʃɔt̪o ækanbbo͡i̯
192,এক শত বিরানব্বই, æk ʃɔt̪o biranɔbbo͡i̯
193,এক শত তিরানব্বই, æk ʃɔt̪o t̪iranɔbbo͡i̯
194,এক শত চুরানব্বই, æk ʃɔt̪o curanɔbbo͡i̯
195,এক শত পঁচানব্বই, æk ʃɔt̪o pɔ̃canbbo͡i̯
196,এক শত ছিয়ানব্বই, æk ʃɔt̪o cʰiʲanɔbbo͡i̯
197,এক শত সাতানব্বই, æk ʃɔt̪o ʃat̪anobbo͡i̯
198,এক শত আটানব্বই, æk ʃɔt̪o atanbbo͡i̯
199,এক শত নিরানব্বই, æk ʃɔt̪o niranɔbbo͡i̯
200,দুইশ, d̪u͡i̯ʃo
201,দুই শত এক, d̪u͡i̯ ʃɔt̪o æk
202,দুই শত দুই, d̪u͡i̯ ʃɔt̪o d̪u͡i̯
203,দুই শত তিন, d̪u͡i̯ ʃɔt̪o t̪in
204,দুই শত চার, d̪u͡i̯ ʃɔt̪o car
205,দুই শত পাঁচ, d̪u͡i̯ ʃɔt̪o pãc
206,দুই শত ছয়, d̪u͡i̯ ʃɔt̪o cʰɔʲ
207,দুই শত সাত, d̪u͡i̯ ʃɔt̪o ʃat̪
208,দুই শত আট, d̪u͡i̯ ʃɔt̪o at
209,দুই শত নয়, d̪u͡i̯ ʃɔt̪o nɔʲ
210,দুই শত দশ, d̪u͡i̯ ʃɔt̪o d̪ɔʃ
211,দুই শত এগারো, d̪u͡i̯ ʃɔt̪o ægaro
212,দুই শত বারো, d̪u͡i̯ ʃɔt̪o baro
213,দুই শত তেরো, d̪u͡i̯ ʃɔt̪o t̪ero
214,দুই শত চৌদ্দ, d̪u͡i̯ ʃɔt̪o co͡u̯d̪d̪o
215,দুই শত পনেরো, d̪u͡i̯ ʃɔt̪o ponero
216,দুই শত ষোলো, d̪u͡i̯ ʃɔt̪o ʃolo
217,দুই শত সতেরো, d̪u͡i̯ ʃɔt̪o ʃɔt̪ero
218,দুই শত আঠারো, d̪u͡i̯ ʃɔt̪o atʰaro
219,দুই শত উনিশ, d̪u͡i̯ ʃɔt̪o uniʃ
220,দুই শত বিশ, d̪u͡i̯ ʃɔt̪o biʃ
221,দুই শত একুশ, d̪u͡i̯ ʃɔt̪o ækuʃ
222,দুই শত বাইশ, d̪u͡i̯ ʃɔt̪o ba͡i̯ʃ
223,দুই শত তেইশ, d̪u͡i̯ ʃɔt̪o t̪e͡i̯ʃ
224,দুই শত চব্বিশ, d̪u͡i̯ ʃɔt̪o cobbiʃ
225,দুই শত পঁচিশ, d̪u͡i̯ ʃɔt̪o põciʃ
226,দুই শত ছাব্বিশ, d̪u͡i̯ ʃɔt̪o cʰabbiʃ
227,দুই শত সাতাশ, d̪u͡i̯ ʃɔt̪o ʃat̪aʃ
228,দুই শত আঠাশ, d̪u͡i̯ ʃɔt̪o atʰaʃ
229,দুই শত উনত্রিশ, d̪u͡i̯ ʃɔt̪o unot̪riʃ
230,দুই শত ত্রিশ, d̪u͡i̯ ʃɔt̪o t̪riʃ
231,দুই শত একত্রিশ, d̪u͡i̯ ʃɔt̪o ækot̪riʃ
232,দুই শত বত্রিশ, d̪u͡i̯ ʃɔt̪o bɔt̪riʃ
233,দুই শত তেত্রিশ, d̪u͡i̯ ʃɔt̪o t̪et̪riʃ
234,দুই শত চৌত্রিশ, d̪u͡i̯ ʃɔt̪o co͡u̯t̪riʃ
235,দুই শত পঁয়ত্রিশ, d̪u͡i̯ ʃɔt̪o põʲt̪riʃ
236,দুই শত ছত্রিশ, d̪u͡i̯ ʃɔt̪o cʰɔt̪riʃ
237,দুই শত সাঁইত্রিশ, d̪u͡i̯ ʃɔt̪o ʃãit̪riʃ
238,দুই শত আটত্রিশ, d̪u͡i̯ ʃɔt̪o att̪riʃ
239,দুই শত উনচল্লিশ, d̪u͡i̯ ʃɔt̪o unocolliʃ
240,দুই শত চল্লিশ, d̪u͡i̯ ʃɔt̪o colliʃ
241,দুই শত একচল্লিশ, d̪u͡i̯ ʃɔt̪o ækcolliʃ
242,দুই শত বিয়াল্লিশ, d̪u͡i̯ ʃɔt̪o biʲalliʃ
243,দুই শত তেতাল্লিশ, d̪u͡i̯ ʃɔt̪o t̪et̪alliʃ
244,দুই শত চুয়াল্লিশ, d̪u͡i̯ ʃɔt̪o cuʲalliʃ
245,দুই শত পঁয়তাল্লিশ, d̪u͡i̯ ʃɔt̪o põʲt̪alliʃ
246,দুই শত ছেচল্লিশ, d̪u͡i̯ ʃɔt̪o cʰecolliʃ
247,দুই শত সাতচল্লিশ, d̪u͡i̯ ʃɔt̪o ʃat̪colliʃ
248,দুই শত আটচল্লিশ, d̪u͡i̯ ʃɔt̪o atcolliʃ
249,দুই শত উনপঞ্চাশ, d̪u͡i̯ ʃɔt̪o unopɔncaʃ
250,দুই শত পঞ্চাশ, d̪u͡i̯ ʃɔt̪o pɔncaʃ
251,দুই শত একান্ন, d̪u͡i̯ ʃɔt̪o ækanno
252,দুই শত বায়ান্ন, d̪u͡i̯ ʃɔt̪o baʲanno
253,দুই শত তিপ্পান্ন, d̪u͡i̯ ʃɔt̪o t̪ippanno
254,দুই শত চুয়ান্ন, d̪u͡i̯ ʃɔt̪o cuʲanno
255,দুই শত পঞ্চান্ন, d̪u͡i̯ ʃɔt̪o pɔncanno
256,দুই শত ছাপ্পান্ন, d̪u͡i̯ ʃɔt̪o cʰappanno
257,দুই শত সাতান্ন, d̪u͡i̯ ʃɔt̪o ʃat̪anno
258,দুই শত আটান্ন, d̪u͡i̯ ʃɔt̪o atanno
259,দুই শত উনষাট, d̪u͡i̯ ʃɔt̪o unʃat
260,দুই শত ষাট, d̪u͡i̯ ʃɔt̪o ʃat
261,দুই শত একষট্টি, d̪u͡i̯ ʃɔt̪o ækʃotti
262,দুই শত বাষট্টি, d̪u͡i̯ ʃɔt̪o baʃɔtti
263,দুই শত তেষট্টি, d̪u͡i̯ ʃɔt̪o t̪eʃotti
264,দুই শত চৌষট্টি, d̪u͡i̯ ʃɔt̪o co͡u̯ʃotti
265,দুই শত পঁয়ষট্টি, d̪u͡i̯ ʃɔt̪o põʲʃɔtti
266,দুই শত ছেষট্টি, d̪u͡i̯ ʃɔt̪o cʰeʃotti
267,দুই শত সাতষট্টি, d̪u͡i̯ ʃɔt̪o ʃat̪ʃɔtti
268,দুই শত আটষট্টি, d̪u͡i̯ ʃɔt̪o atʃɔtti
269,দুই শত উনসত্তর, d̪u͡i̯ ʃɔt̪o unʃɔt̪t̪or
270,দুই শত সত্তর, d̪u͡i̯ ʃɔt̪o ʃɔt̪t̪or
271,দুই শত একাত্তর, d̪u͡i̯ ʃɔt̪o ækat̪t̪or
272,দুই শত বাহাত্তর, d̪u͡i̯ ʃɔt̪o bahat̪t̪or
273,দুই শত তিয়াত্তর, d̪u͡i̯ ʃɔt̪o t̪iʲat̪t̪or
274,দুই শত চুয়াত্তর, d̪u͡i̯ ʃɔt̪o cuʲat̪t̪or
275,দুই শত পঁচাত্তর, d̪u͡i̯ ʃɔt̪o pɔ̃cat̪t̪or
276,দুই শত ছিয়াত্তর, d̪u͡i̯ ʃɔt̪o cʰiʲat̪t̪or
277,দুই শত সাতাত্তর, d̪u͡i̯ ʃɔt̪o ʃat̪at̪t̪or
278,দুই শত আটাত্তর, d̪u͡i̯ ʃɔt̪o atat̪t̪or
279,দুই শত উনআশি, d̪u͡i̯ ʃɔt̪o uno͡a̯ʃi
280,দুই শত আশি, d̪u͡i̯ ʃɔt̪o aʃi
281,দুই শত একাশি, d̪u͡i̯ ʃɔt̪o ækaʃi
282,দুই শত বিরাশি, d̪u͡i̯ ʃɔt̪o biraʃi
283,দুই শত তিরাশি, d̪u͡i̯ ʃɔt̪o t̪iraʃi
284,দুই শত চুরাশি, d̪u͡i̯ ʃɔt̪o curaʃi
285,দুই শত পঁচাশি, d̪u͡i̯ ʃɔt̪o pɔ̃caʃi
286,দুই শত ছিয়াশি, d̪u͡i̯ ʃɔt̪o cʰiʲaʃi
287,দুই শত সাতাশি, d̪u͡i̯ ʃɔt̪o ʃat̪aʃi
288,দুই শত আটাশি, d̪u͡i̯ ʃɔt̪o ataʃi
289,দুই শত উননব্বই, d̪u͡i̯ ʃɔt̪o unonobbo͡i̯
290,দুই শত নব্বই, d̪u͡i̯ ʃɔt̪o nɔbbo͡i̯
291,দুই শত একানব্বই, d̪u͡i̯ ʃɔt̪o ækanbbo͡i̯
292,দুই শত বিরানব্বই, d̪u͡i̯ ʃɔt̪o biranɔbbo͡i̯
293,দুই শত তিরানব্বই, d̪u͡i̯ ʃɔt̪o t̪iranɔbbo͡i̯
294,দুই শত চুরানব্বই, d̪u͡i̯ ʃɔt̪o curanɔbbo͡i̯
295,দুই শত পঁচানব্বই, d̪u͡i̯ ʃɔt̪o pɔ̃canbbo͡i̯
296,দুই শত ছিয়ানব্বই, d̪u͡i̯ ʃɔt̪o cʰiʲanɔbbo͡i̯
297,দুই শত সাতানব্বই, d̪u͡i̯ ʃɔt̪o ʃat̪anobbo͡i̯
298,দুই শত আটানব্বই, d̪u͡i̯ ʃɔt̪o atanbbo͡i̯
299,দুই শত নিরানব্বই, d̪u͡i̯ ʃɔt̪o niranɔbbo͡i̯
300,তিনশ, t̪inʃ
301,তিন শত এক, t̪in ʃɔt̪o æk
302,তিন শত দুই, t̪in ʃɔt̪o d̪u͡i̯
303,তিন শত তিন, t̪in ʃɔt̪o t̪in
304,তিন শত চার, t̪in ʃɔt̪o car
305,তিন শত পাঁচ, t̪in ʃɔt̪o pãc
306,তিন শত ছয়, t̪in ʃɔt̪o cʰɔʲ
307,তিন শত সাত, t̪in ʃɔt̪o ʃat̪
308,তিন শত আট, t̪in ʃɔt̪o at
309,তিন শত নয়, t̪in ʃɔt̪o nɔʲ
310,তিন শত দশ, t̪in ʃɔt̪o d̪ɔʃ
311,তিন শত এগারো, t̪in ʃɔt̪o ægaro
312,তিন শত বারো, t̪in ʃɔt̪o baro
313,তিন শত তেরো, t̪in ʃɔt̪o t̪ero
314,তিন শত চৌদ্দ, t̪in ʃɔt̪o co͡u̯d̪d̪o
315,তিন শত পনেরো, t̪in ʃɔt̪o ponero
316,তিন শত ষোলো, t̪in ʃɔt̪o ʃolo
317,তিন শত সতেরো, t̪in ʃɔt̪o ʃɔt̪ero
318,তিন শত আঠারো, t̪in ʃɔt̪o atʰaro
319,তিন শত উনিশ, t̪in ʃɔt̪o uniʃ
320,তিন শত বিশ, t̪in ʃɔt̪o biʃ
321,তিন শত একুশ, t̪in ʃɔt̪o ækuʃ
322,তিন শত বাইশ, t̪in ʃɔt̪o ba͡i̯ʃ
323,তিন শত তেইশ, t̪in ʃɔt̪o t̪e͡i̯ʃ
324,তিন শত চব্বিশ, t̪in ʃɔt̪o cobbiʃ
325,তিন শত পঁচিশ, t̪in ʃɔt̪o põciʃ
326,তিন শত ছাব্বিশ, t̪in ʃɔt̪o cʰabbiʃ
327,তিন শত সাতাশ, t̪in ʃɔt̪o ʃat̪aʃ
328,তিন শত আঠাশ, t̪in ʃɔt̪o atʰaʃ
329,তিন শত উনত্রিশ, t̪in ʃɔt̪o unot̪riʃ
330,তিন শত ত্রিশ, t̪in ʃɔt̪o t̪riʃ
331,তিন শত একত্রিশ, t̪in ʃɔt̪o ækot̪riʃ
332,তিন শত বত্রিশ, t̪in ʃɔt̪o bɔt̪riʃ
333,তিন শত তেত্রিশ, t̪in ʃɔt̪o t̪et̪riʃ
334,তিন শত চৌত্রিশ, t̪in ʃɔt̪o co͡u̯t̪riʃ
335,তিন শত পঁয়ত্রিশ, t̪in ʃɔt̪o põʲt̪riʃ
336,তিন শত ছত্রিশ, t̪in ʃɔt̪o cʰɔt̪riʃ
337,তিন শত সাঁইত্রিশ, t̪in ʃɔt̪o ʃãit̪riʃ
338,তিন শত আটত্রিশ, t̪in ʃɔt̪o att̪riʃ
339,তিন শত উনচল্লিশ, t̪in ʃɔt̪o unocolliʃ
340,তিন শত চল্লিশ, t̪in ʃɔt̪o colliʃ
341,তিন শত একচল্লিশ, t̪in ʃɔt̪o ækcolliʃ
342,তিন শত বিয়াল্লিশ, t̪in ʃɔt̪o biʲalliʃ
343,তিন শত তেতাল্লিশ, t̪in ʃɔt̪o t̪et̪alliʃ
344,তিন শত চুয়াল্লিশ, t̪in ʃɔt̪o cuʲalliʃ
345,তিন শত পঁয়তাল্লিশ, t̪in ʃɔt̪o põʲt̪alliʃ
346,তিন শত ছেচল্লিশ, t̪in ʃɔt̪o cʰecolliʃ
347,তিন শত সাতচল্লিশ, t̪in ʃɔt̪o ʃat̪colliʃ
348,তিন শত আটচল্লিশ, t̪in ʃɔt̪o atcolliʃ
349,তিন শত উনপঞ্চাশ, t̪in ʃɔt̪o unopɔncaʃ
350,তিন শত পঞ্চাশ, t̪in ʃɔt̪o pɔncaʃ
351,তিন শত একান্ন, t̪in ʃɔt̪o ækanno
352,তিন শত বায়ান্ন, t̪in ʃɔt̪o baʲanno
353,তিন শত তিপ্পান্ন, t̪in ʃɔt̪o t̪ippanno
354,তিন শত চুয়ান্ন, t̪in ʃɔt̪o cuʲanno
355,তিন শত পঞ্চান্ন, t̪in ʃɔt̪o pɔncanno
356,তিন শত ছাপ্পান্ন, t̪in ʃɔt̪o cʰappanno
357,তিন শত সাতান্ন, t̪in ʃɔt̪o ʃat̪anno
358,তিন শত আটান্ন, t̪in ʃɔt̪o atanno
359,তিন শত উনষাট, t̪in ʃɔt̪o unʃat
360,তিন শত ষাট, t̪in ʃɔt̪o ʃat
361,তিন শত একষট্টি, t̪in ʃɔt̪o ækʃotti
362,তিন শত বাষট্টি, t̪in ʃɔt̪o baʃɔtti
363,তিন শত তেষট্টি, t̪in ʃɔt̪o t̪eʃotti
364,তিন শত চৌষট্টি, t̪in ʃɔt̪o co͡u̯ʃotti
